system_id,ligand_ccd_code,cluster,ligand_molecular_weight,ligand_instance_chain,ligand_num_rot_bonds,ligand_tpsa,ligand_num_unique_interactions,ligand_num_heavy_atoms,ligand_is_proper,entry_pdb_id,entry_keywords,ligand_num_rings,ligand_num_pocket_residues,ligand_smiles,num_training_systems_with_similar_ccds,group_key,query_system,target_system,pli_qcov,pli_unique_qcov,pocket_fident,pocket_fident_qcov,pocket_lddt,pocket_lddt_qcov,pocket_qcov,protein_fident_max,protein_fident_qcov_max,protein_fident_qcov_weighted_max,protein_fident_qcov_weighted_sum,protein_fident_weighted_max,protein_fident_weighted_sum,protein_lddt_max,protein_lddt_qcov_max,protein_lddt_qcov_weighted_max,protein_lddt_qcov_weighted_sum,protein_lddt_weighted_max,protein_lddt_weighted_sum,protein_qcov_max,protein_qcov_weighted_max,protein_qcov_weighted_sum,protein_seqsim_max,protein_seqsim_qcov_max,protein_seqsim_qcov_weighted_max,protein_seqsim_qcov_weighted_sum,protein_seqsim_weighted_max,protein_seqsim_weighted_sum,query_ligand_instance_chain,color,shape,sucos_protein,sucos_shape,sucos_protein_pocket_qcov,sucos_protein_pocket_lddt_qcov,sucos_shape_pocket_qcov,sucos_shape_pocket_lddt_qcov,shape_pocket_qcov,shape_pocket_lddt_qcov,color_pocket_qcov,color_pocket_lddt_qcov,target_release_date,release_date_before_cutoff,query_system_pli_qcov,target_system_pli_qcov,pli_qcov_pli_qcov,pli_unique_qcov_pli_qcov,pocket_fident_pli_qcov,pocket_fident_qcov_pli_qcov,pocket_lddt_pli_qcov,pocket_lddt_qcov_pli_qcov,pocket_qcov_pli_qcov,protein_fident_max_pli_qcov,protein_fident_qcov_max_pli_qcov,protein_fident_qcov_weighted_max_pli_qcov,protein_fident_qcov_weighted_sum_pli_qcov,protein_fident_weighted_max_pli_qcov,protein_fident_weighted_sum_pli_qcov,protein_lddt_max_pli_qcov,protein_lddt_qcov_max_pli_qcov,protein_lddt_qcov_weighted_max_pli_qcov,protein_lddt_qcov_weighted_sum_pli_qcov,protein_lddt_weighted_max_pli_qcov,protein_lddt_weighted_sum_pli_qcov,protein_qcov_max_pli_qcov,protein_qcov_weighted_max_pli_qcov,protein_qcov_weighted_sum_pli_qcov,protein_seqsim_max_pli_qcov,protein_seqsim_qcov_max_pli_qcov,protein_seqsim_qcov_weighted_max_pli_qcov,protein_seqsim_qcov_weighted_sum_pli_qcov,protein_seqsim_weighted_max_pli_qcov,protein_seqsim_weighted_sum_pli_qcov,query_ligand_instance_chain_pli_qcov,color_pli_qcov,shape_pli_qcov,sucos_protein_pli_qcov,sucos_shape_pli_qcov,tanimoto_pli_qcov,sucos_protein_pocket_qcov_pli_qcov,sucos_protein_pocket_lddt_qcov_pli_qcov,sucos_shape_pocket_qcov_pli_qcov,sucos_shape_pocket_lddt_qcov_pli_qcov,shape_pocket_qcov_pli_qcov,shape_pocket_lddt_qcov_pli_qcov,color_pocket_qcov_pli_qcov,color_pocket_lddt_qcov_pli_qcov,target_release_date_pli_qcov,release_date_before_cutoff_pli_qcov,num_ligand_chains,num_protein_chains,num_proper_ligand_chains,release_date,sucos_shape_pocket_qcov_2023,topological_tanimoto,morgan_tanimoto,pocket_qcov_alone
8ad7__1__1.A__1.J,DTR,c258,204.089877624,1.J,3,79.11,9,15,True,8ad7,FLAVOPROTEIN,2,22,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,1142,8ad7__1__1.A__1.J__1.J,8ad7__1__1.A__1.J,6slt__1__1.A__1.J,55.0,44.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.J,84.56446217476375,96.48387171899564,89.09956233275406,90.73369054976666,89.09956233275406,89.09956233275406,90.73369054976666,90.73369054976666,96.48387171899564,96.48387171899564,84.56446217476375,84.56446217476375,2019-10-16,True,8ad7__1__1.A__1.J,6h44__1__1.A__1.O,82.0,78.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.J,76.92027342930675,95.834516669128,85.89630189872557,87.82311702235314,1.0,85.89630189872557,85.89630189872557,87.82311702235314,87.82311702235314,95.834516669128,95.834516669128,76.92027342930675,76.92027342930675,2018-12-26,True,1,1,1,2022-10-12,100.0,100.0,100.0,100.0
7ypv__1__1.A_1.B__1.J,OI9,c257,502.249960048,1.J,9,268.8999999999999,13,35,True,7ypv,TRANSFERASE,3,30,NCCC[C@H](N)CC(=O)N[C@@H]1[C@H](O)[C@@H](OC(N)=O)[C@@H](CO)O[C@H]1NC1=N[C@@H]2C(=O)NC[C@@H](O)[C@H]2N1,0,7ypv__1__1.A_1.B__1.J__1.J,7ypv__1__1.A_1.B__1.J,4kvm__3__1.C_1.G_1.K__1.CC_1.K,8.0,23.0,23.0,20.0,44.0,34.0,60.0,20.0,20.0,20.0,10.0,20.0,10.0,63.0,62.0,62.0,31.0,63.0,31.0,99.0,99.0,49.0,38.0,37.0,37.0,19.0,38.0,19.0,1.J,10.761927410146187,50.20540982415893,21.027457823310527,36.11406101422849,12.616474693986316,7.14933565992558,21.668436608537093,12.278780744837688,30.12324589449536,17.06983934021404,6.457156446087713,3.659055319449704,2013-07-31,True,7ypv__1__1.A_1.B__1.J,2vez__1__1.A_2.A__2.B_2.C,15.0,15.0,23.0,23.0,19.0,18.0,40.0,22.0,12.0,12.0,12.0,22.0,21.0,56.0,31.0,31.0,29.0,56.0,53.0,56.0,56.0,55.0,40.0,22.0,22.0,21.0,40.0,38.0,1.J,5.053221064812942,46.68047755062566,0.0303140535952484,34.90073726935734,0.5074626865671642,0.0121256214380993,0.0054565296471447,13.960294907742938,6.282132708484322,18.672191020250263,8.402485959112619,2.021288425925177,0.9095797916663296,2009-03-10,True,1,2,1,2023-05-31,100.0,51.72225259704757,9.70873786407767,60.0
7ypu__1__1.A_1.B__1.I,I55,c257,431.17646076000005,1.I,5,242.88,7,30,True,7ypu,TRANSFERASE,3,20,NCC(=O)N[C@@H]1[C@H](O)[C@@H](OC(N)=O)[C@@H](CO)O[C@H]1/N=C1\N[C@@H]2[C@H](O)CNC(=O)[C@H]2N1,0,7ypu__1__1.A_1.B__1.I__1.I,7ypu__1__1.A_1.B__1.I,4kvm__3__1.C_1.G_1.K__1.CC_1.K,29.0,43.0,25.0,20.0,45.0,36.0,65.0,28.0,20.0,20.0,10.0,28.0,10.0,64.0,63.0,63.0,32.0,64.0,32.0,99.0,99.0,49.0,42.0,40.0,40.0,20.0,42.0,20.0,1.I,8.365076902322397,57.10948384993294,18.005636387797004,38.38116828159353,11.703663652068052,6.482029099606922,24.947759383035795,13.81722058137367,37.121164502456416,20.559414185975857,5.437299986509558,3.011427684836063,2013-07-31,True,7ypu__1__1.A_1.B__1.I,6ygd__1__1.A_1.B_1.D__1.D_1.E,43.0,43.0,20.0,20.0,39.0,30.0,45.0,25.0,16.0,16.0,8.0,25.0,12.0,63.0,42.0,42.0,21.0,63.0,32.0,66.0,66.0,33.0,37.0,24.0,24.0,12.0,37.0,19.0,1.I,3.9869814431911794,43.11169306047578,0.0,36.66001455572612,0.4933487565066512,0.0,0.0,16.497006550076755,10.998004366717836,19.400261877214103,12.933507918142734,1.7941416494360307,1.1960944329573535,2020-10-28,True,1,2,1,2023-05-31,100.0,50.13653741125068,8.51063829787234,65.0
8h4q__1__1.A__1.C,P1T,c183,318.06168745,1.C,7,149.21,19,21,True,8h4q,BIOSYNTHETIC PROTEIN,1,32,C=C(NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,279,8h4q__1__1.A__1.C__1.C,8h4q__1__1.A__1.C,6zs7__1__1.B__1.H,81.0,63.0,62.0,62.0,80.0,80.0,100.0,23.0,17.0,17.0,17.0,23.0,23.0,60.0,44.0,44.0,44.0,60.0,60.0,74.0,74.0,74.0,39.0,29.0,29.0,29.0,39.0,39.0,1.C,82.1848061934914,97.46987520835457,59.16244634352882,93.43296937723385,59.16244634352882,47.32995707482306,93.43296937723385,74.74637550178709,97.46987520835457,77.97590016668364,82.1848061934914,65.74784495479312,2021-07-28,True,8h4q__1__1.A__1.C,6xyl__1__1.F__1.L,95.0,68.0,62.0,62.0,80.0,77.0,97.0,23.0,17.0,17.0,17.0,23.0,23.0,60.0,44.0,44.0,44.0,60.0,60.0,74.0,74.0,74.0,37.0,27.0,27.0,27.0,37.0,37.0,1.C,80.20031396382296,96.2774329099546,53.30801080472752,89.13415545052739,1.0,51.70877048058569,41.047168319640186,86.46013078701156,68.63329969690609,93.38910992265596,74.13362334066504,77.79430454490827,61.754241752143685,2021-02-10,True,1,1,1,2023-10-18,93.43296937723385,100.0,100.0,100.0
8fb1__1__1.A__1.C,XNR,c964,491.20541929199993,1.C,6,69.72,11,34,True,8fb1,DNA BINDING PROTEIN,4,34,Cc1c(CN2CCN(C(=O)C3CCCC3)[C@@H](C)C2)cc(F)cc1NS(=O)(=O)c1ccc(F)cc1,0,8fb1__1__1.A__1.C__1.C,8fb1__1__1.A__1.C,5ntp__1__1.A__1.B,77.0,82.0,100.0,85.0,94.0,82.0,85.0,99.0,91.0,91.0,91.0,99.0,99.0,92.0,86.0,86.0,86.0,92.0,92.0,93.0,93.0,93.0,99.0,91.0,91.0,91.0,99.0,99.0,1.C,56.45067635073511,69.3805164253098,66.7748485474628,72.91086402140176,56.75862126534337,54.75537580891949,61.9742344181915,59.78690849754944,58.97343896151333,56.89202346875404,47.98307489812484,46.28955460760279,2017-06-21,True,8fb1__1__1.A__1.C,5ntp__1__1.A__1.B,77.0,82.0,100.0,85.0,94.0,82.0,85.0,99.0,91.0,91.0,91.0,99.0,99.0,92.0,86.0,86.0,86.0,92.0,92.0,93.0,93.0,93.0,99.0,91.0,91.0,91.0,99.0,99.0,1.C,56.45067635073511,69.3805164253098,66.7748485474628,72.91086402140176,0.5458333333333333,56.75862126534337,54.75537580891949,61.9742344181915,59.78690849754944,58.97343896151333,56.89202346875404,47.98307489812484,46.28955460760279,2017-06-21,True,1,1,1,2023-03-01,100.0,54.58333333333333,51.94805194805194,97.0
8fb1__1__1.A__1.D,4Y5,c449,480.03001096,1.D,3,72.19,13,33,True,8fb1,DNA BINDING PROTEIN,4,32,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)c(F)c1,1,8fb1__1__1.A__1.D__1.D,8fb1__1__1.A__1.D,5c4s__1__1.A__1.B,93.0,85.0,100.0,97.0,97.0,94.0,97.0,99.0,96.0,96.0,96.0,99.0,99.0,95.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,97.0,99.0,96.0,96.0,96.0,99.0,99.0,1.D,95.4113588562698,98.72385663942065,82.7956518543848,96.961477452164,80.31178229875326,77.82791274312171,94.05263312859908,91.14378880503416,95.762140940238,92.8004252410554,92.54901809058168,89.6866773248936,2015-12-16,True,8fb1__1__1.A__1.D,5c4s__1__1.A__1.B,93.0,85.0,100.0,97.0,97.0,94.0,97.0,99.0,96.0,96.0,96.0,99.0,99.0,95.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,97.0,99.0,96.0,96.0,96.0,99.0,99.0,1.D,95.4113588562698,98.72385663942065,82.7956518543848,96.961477452164,1.0,80.31178229875326,77.82791274312171,94.05263312859908,91.14378880503416,95.762140940238,92.8004252410554,92.54901809058168,89.6866773248936,2015-12-16,True,1,1,1,2023-03-01,100.0,100.0,100.0,97.0
8aqf__1__1.A__1.B,NUX,c783,530.100925492,1.B,7,57.690000000000005,9,34,True,8aqf,HYDROLASE,3,38,CCC(F)(F)C(=O)C[S@@](=O)c1ccc(C(=O)N2CCN(c3cccc(Cl)c3)[C@@H](C)[C@@H]2C)cc1Cl,0,8aqf__1__1.A__1.B__1.B,8aqf__1__1.A__1.B,3pe6__1__1.A__1.B,33.0,44.0,100.0,82.0,88.0,74.0,82.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,94.0,94.0,94.0,94.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.B,13.245544381158378,59.79640068347636,28.20702710713196,42.073835661044114,23.1297622278482,20.873200059277647,34.50054524205617,31.134638389172643,49.03304856045061,44.2493365057725,10.86134639254987,9.8017028420572,2011-03-02,True,8aqf__1__1.A__1.B,3jwe__2__1.B__1.D_1.E,67.0,67.0,100.0,76.0,90.0,67.0,76.0,99.0,95.0,95.0,95.0,99.0,99.0,94.0,90.0,90.0,90.0,94.0,94.0,96.0,96.0,96.0,99.0,95.0,95.0,95.0,99.0,99.0,1.B,23.389143850561084,53.281621976564594,18.75993959992085,37.00503318940319,0.314396887159533,14.257554095939849,12.56915953194697,28.123825223946422,24.79337223690014,40.494032702189095,35.69868672429828,17.775749326426425,15.670726379875926,2010-01-26,True,1,1,1,2023-08-23,34.50054524205617,44.3205574912892,17.17171717171717,82.0
8aqj__1__1.A_3.A__3.B,N9O,c929,509.209675472,3.B,9,110.85,13,36,True,8aqj,UNKNOWN FUNCTION,5,32,CN(C)c1ccc2c3c(cccc13)C(=O)N(CCNC(=O)CCCC[C@@H]1SC[C@@H]3NC(=O)N[C@@H]31)C2=O,0,8aqj__1__1.A_3.A__3.B__3.B,8aqj__1__1.A_3.A__3.B,6t1k__1__2.A_4.A__4.B,67.0,62.0,84.0,84.0,100.0,100.0,100.0,95.0,92.0,92.0,92.0,95.0,95.0,95.0,92.0,92.0,92.0,95.0,95.0,97.0,97.0,97.0,96.0,93.0,93.0,93.0,96.0,96.0,3.B,44.03694339544255,71.43380133327595,0.0,76.79880378352493,0.0,0.0,76.79880378352493,76.79880378352493,71.43380133327595,71.43380133327595,44.03694339544255,44.03694339544255,2020-10-14,True,8aqj__1__1.A_3.A__3.B,5vl8__1__1.A_3.A__1.B_1.D_3.B_3.D,100.0,92.0,100.0,91.0,99.0,90.0,91.0,100.0,98.0,98.0,98.0,100.0,100.0,97.0,95.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,100.0,98.0,98.0,98.0,100.0,100.0,3.B,,,49.790708296433706,,0.5006675567423231,45.30954454975468,44.81163746679034,,,,,,,2018-04-18,True,1,2,1,2022-08-31,100.0,54.3538038496792,42.35294117647059,100.0
7u0t__1__1.A_1.B__1.H,KXX,c884,791.4819766480001,1.H,6,178.35999999999996,15,56,True,7u0t,HYDROLASE/ISOMERASE,4,34,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,91,7u0t__1__1.A_1.B__1.H__1.H,7u0t__1__1.A_1.B__1.H,6tz7__1__1.A_1.B_1.C__1.L,53.0,47.0,56.0,56.0,66.0,63.0,71.0,60.0,57.0,44.0,49.0,60.0,59.0,94.0,93.0,93.0,67.0,70.0,79.0,99.0,73.0,83.0,80.0,69.0,59.0,63.0,80.0,76.0,1.H,89.93518978982057,96.87077714069106,74.14492793539347,95.66265987490917,52.64289883412936,46.71130459929788,67.92048851118551,60.26747572119277,68.77825176989064,61.02858959863537,63.85398475077261,56.65916956758696,2019-09-18,True,7u0t__1__1.A_1.B__1.H,6m4v__1__1.A_1.B__1.E,63.0,47.0,50.0,44.0,37.0,33.0,44.0,100.0,70.0,70.0,27.0,100.0,38.0,71.0,49.0,49.0,19.0,71.0,27.0,70.0,70.0,27.0,100.0,70.0,70.0,27.0,100.0,38.0,1.H,17.776980148248857,49.31539036627503,47.985739460835184,44.71604330246833,0.8296529968454258,21.11372536276748,15.835294022075612,19.675059053086063,14.75629428981455,21.69877176116101,16.27407882087076,7.821871265229497,5.866403448922123,2020-08-26,True,1,2,1,2022-08-03,100.0,98.90295358649789,87.91208791208791,71.0
7vkh__1__1.A__1.C,7IY,c82,214.050905272,1.C,3,64.35,9,14,True,7vkh,TRANSCRIPTION,1,12,COCC(=O)Nc1ccc(Cl)c(N)c1,0,7vkh__1__1.A__1.C__1.C,7vkh__1__1.A__1.C,6hpy__1__1.A__1.F,67.0,44.0,100.0,100.0,97.0,97.0,100.0,84.0,84.0,84.0,84.0,84.0,84.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,91.0,91.0,91.0,91.0,91.0,91.0,1.C,20.469240730836063,59.302844704205285,60.051570811671695,75.24545963211553,60.051570811671695,58.25002368732154,75.24545963211553,72.98809584315205,59.302844704205285,57.52375936307912,20.469240730836063,19.85516350891098,2018-11-28,True,7vkh__1__1.A__1.C,6t1l__1__1.A__1.L,78.0,56.0,100.0,100.0,98.0,98.0,100.0,84.0,84.0,84.0,84.0,84.0,84.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,91.0,91.0,91.0,91.0,91.0,91.0,1.C,1.0328627717402217,45.11795219681225,57.59562990231295,40.95467895536148,0.1179941002949852,57.59562990231295,56.44371730426669,40.95467895536148,40.13558537625425,45.11795219681225,44.215593152876,1.0328627717402217,1.012205516305417,2019-11-06,True,1,1,1,2022-10-05,100.0,22.43478260869565,21.428571428571427,100.0
7vkg__1__1.A__1.B,7IV,c82,275.071306368,1.B,5,38.33,10,19,True,7vkg,TRANSCRIPTION,2,14,O=C(COCc1ccccc1)Nc1ccc(Cl)cc1,0,7vkg__1__1.A__1.B__1.B,7vkg__1__1.A__1.B,6hpy__1__1.A__1.F,82.0,60.0,100.0,100.0,98.0,98.0,100.0,84.0,84.0,84.0,84.0,84.0,84.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,91.0,91.0,91.0,91.0,91.0,91.0,1.B,20.562765465697154,73.7168624015106,48.72394435861243,70.51176124267036,48.72394435861243,47.74946547144018,70.51176124267036,69.10152601781695,73.7168624015106,72.24252515348039,20.562765465697154,20.15151015638321,2018-11-28,True,7vkg__1__1.A__1.B,6hpy__1__1.A__1.F,82.0,60.0,100.0,100.0,98.0,98.0,100.0,84.0,84.0,84.0,84.0,84.0,84.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,91.0,91.0,91.0,91.0,91.0,91.0,1.B,20.562765465697154,73.7168624015106,48.72394435861243,70.51176124267036,0.2512998266897747,48.72394435861243,47.74946547144018,70.51176124267036,69.10152601781695,73.7168624015106,72.24252515348039,20.562765465697154,20.15151015638321,2018-11-28,True,1,1,1,2022-10-05,100.0,25.12998266897747,25.925925925925924,100.0
7yxe__1__1.A__1.C,I82,c81,225.101445352,1.C,2,66.49000000000001,7,17,True,7yxe,RNA BINDING PROTEIN,3,16,CNc1ncnc2c(-c3ccccc3)[nH]nc12,0,7yxe__1__1.A__1.C__1.C,7yxe__1__1.A__1.C,4rdn__2__1.B__1.F,44.0,43.0,100.0,100.0,97.0,97.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,95.0,95.0,95.0,96.0,96.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0,100.0,100.0,1.C,46.02184402163938,89.53863947586494,66.17047081677758,70.96016456366125,66.17047081677758,64.18535669227425,70.96016456366125,68.83135962675141,89.53863947586494,86.85248029158899,46.02184402163938,44.6411887009902,2014-12-24,True,7yxe__1__1.A__1.C,6zot__1__1.A_1.B__1.C,44.0,71.0,100.0,94.0,93.0,88.0,94.0,89.0,86.0,86.0,86.0,89.0,89.0,94.0,90.0,90.0,90.0,94.0,94.0,97.0,97.0,96.0,95.0,91.0,91.0,91.0,95.0,95.0,1.C,1.8990248705894792,19.13837283709398,69.80242445725948,42.48122282905752,0.3623018203170875,65.6142789898239,61.42613352238834,39.93234945931406,37.38347608957061,17.99007046686834,16.841768096642703,1.7850833783541105,1.6711418861187417,2020-10-28,True,1,1,1,2022-03-02,100.0,33.68421052631579,25.42372881355932,100.0
7yxd__1__1.A__1.I,DEX,c13,392.199902248,1.I,2,94.83,10,28,True,7yxd,NUCLEAR PROTEIN,4,31,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,17,7yxd__1__1.A__1.I__1.I,7yxd__1__1.A__1.I,6nwk__1__1.A__1.C,80.0,90.0,100.0,100.0,97.0,97.0,100.0,97.0,97.0,97.0,97.0,97.0,97.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.I,85.68090215223644,98.76433681899655,81.95501287234241,95.90450530431556,81.95501287234241,79.49636248617213,95.90450530431556,93.0273701451861,98.76433681899655,95.80140671442666,85.68090215223644,83.11047508766934,2019-10-23,True,7yxd__1__1.A__1.I,3mnp__1__1.A__1.D,90.0,90.0,81.0,74.0,94.0,89.0,94.0,74.0,74.0,74.0,74.0,74.0,74.0,92.0,92.0,92.0,92.0,92.0,92.0,100.0,100.0,100.0,87.0,87.0,87.0,87.0,87.0,87.0,1.I,82.08377445154329,98.3037326593652,85.94658859487157,95.00699962590308,1.0,80.78979327917928,76.4924638494357,89.3065796483489,84.55622966705376,92.40550869980328,87.49032206683502,77.15874798445068,73.05455926187354,2010-09-15,True,1,1,1,2022-12-07,100.0,100.0,100.0,100.0
8fjz__1__1.C__1.I,Y3I,c1,366.13597228800006,1.I,2,94.62,11,26,True,8fjz,TRANSFERASE/INHIBITOR,4,27,C[C@H]1C[C@@H](N)CN(c2ncnc3[nH]c(Cl)c(-c4cccc(C#N)c4)c23)C1,0,8fjz__1__1.C__1.I__1.I,8fjz__1__1.C__1.I,4u8z__1__1.A__1.C,50.0,36.0,70.0,67.0,82.0,76.0,89.0,41.0,40.0,40.0,40.0,41.0,41.0,78.0,78.0,78.0,78.0,78.0,78.0,99.0,99.0,99.0,61.0,60.0,60.0,60.0,61.0,61.0,1.I,66.9126020976413,94.26310020330396,65.5532406664393,88.7662151553661,58.342384193130975,49.820462906493866,79.00193148827583,67.46232351807824,83.89415918094052,71.639956154511,59.55221586690075,50.85357759420739,2015-03-18,True,8fjz__1__1.C__1.I,4qmt__1__1.A__1.B,67.0,64.0,70.0,63.0,80.0,73.0,89.0,41.0,40.0,40.0,40.0,41.0,41.0,78.0,76.0,76.0,76.0,78.0,78.0,98.0,98.0,98.0,61.0,60.0,60.0,60.0,61.0,61.0,1.I,7.728882279289133,53.89670715141602,41.34161345811125,50.96502164859192,0.4069554606467358,36.79403597771902,30.179377824421216,45.3588692672468,37.2044658034721,47.96806936476026,39.344596220533695,6.878705228567328,5.642084063881067,2015-07-01,True,1,1,1,2023-04-05,100.0,72.59574468085106,43.66197183098591,100.0
8aya__1__1.A_1.B__1.C,A1O,c131,372.150763628,1.C,6,66.48,9,26,True,8aya,PLANT PROTEIN,3,34,CCCN1C(=O)CCc2cc(NS(=O)(=O)Cc3ccc(C)cc3)ccc21,8,8aya__1__1.A_1.B__1.C__1.C,8aya__1__1.A_1.B__1.C,4lg5__1__1.A_1.B__1.C,50.0,33.0,88.0,79.0,96.0,85.0,88.0,95.0,94.0,94.0,77.0,95.0,80.0,93.0,93.0,93.0,86.0,93.0,90.0,100.0,100.0,95.0,99.0,98.0,98.0,84.0,99.0,88.0,1.C,89.94898658559532,96.11269039008266,56.33977617266928,91.25017997374135,49.579003031948965,47.888809746768885,80.3001583768924,77.56265297768016,84.57916754327275,81.69578683157026,79.15510819532388,76.45663859775603,2013-08-14,True,8aya__1__1.A_1.B__1.C,5ur5__1__1.A__1.H,90.0,89.0,88.0,79.0,87.0,76.0,79.0,72.0,67.0,67.0,26.0,72.0,28.0,89.0,83.0,83.0,32.0,89.0,34.0,93.0,93.0,36.0,81.0,75.0,75.0,29.0,81.0,31.0,1.C,58.24993956848056,81.73776415253069,71.9996026449714,74.04827367561143,0.4771460423634336,56.87968608952741,54.71969801017827,58.49813620373303,56.27668799346469,64.57283368049924,62.12070075592332,46.01745225909964,44.26995407204522,2017-11-29,True,1,2,1,2023-03-22,100.0,100.0,100.0,88.0
8ay8__1__1.A_1.B__1.D,OE3,c131,356.1194635,1.D,5,68.17,11,25,True,8ay8,PLANT PROTEIN,3,33,CCn1c(=O)cc(C)c2cc(CNS(=O)(=O)c3ccccc3)ccc21,0,8ay8__1__1.A_1.B__1.D__1.D,8ay8__1__1.A_1.B__1.D,6zuc__1__1.A_1.B__1.C,38.0,36.0,94.0,85.0,99.0,90.0,91.0,99.0,99.0,99.0,98.0,99.0,98.0,100.0,100.0,100.0,99.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,99.0,1.D,56.84636274901683,89.81622915848216,65.8402479969013,83.50182817335956,59.91462567718018,59.25622319721117,75.9866636377572,75.15164535602361,81.73276853421876,80.83460624263394,51.73019010160533,51.16172647411515,2021-08-04,True,8ay8__1__1.A_1.B__1.D,7mlc__1__1.A__1.C,69.0,64.0,70.0,58.0,78.0,62.0,73.0,55.0,44.0,44.0,17.0,55.0,21.0,83.0,65.0,65.0,25.0,83.0,32.0,79.0,79.0,31.0,68.0,54.0,54.0,21.0,68.0,26.0,1.D,7.688615024530493,47.531589446918495,26.45441029733701,51.03612154897947,0.3529411764705882,19.31171951705601,16.401734384348945,37.25636873075501,31.642395360367274,34.6980602962505,29.469585457089465,5.61268896790726,4.766941315208905,2021-09-29,True,1,2,1,2023-03-22,100.0,78.86540600667408,59.25925925925925,91.0
7ayz__1__1.A__1.D,SEQ,c40,267.173547672,1.D,3,37.81,11,20,True,7ayz,DNA BINDING PROTEIN,4,24,c1ccc2c(NC3CCCCC3)nc(C3CC3)nc2c1,0,7ayz__1__1.A__1.D__1.D,7ayz__1__1.A__1.D,6g40__3__1.C__1.K,46.0,45.0,100.0,96.0,96.0,92.0,96.0,98.0,98.0,98.0,98.0,98.0,98.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.D,15.614502735179164,53.61768711343073,32.98924082194733,48.02329761164748,31.66967118906944,30.350101556191543,46.102365707181576,44.18143380271568,51.47297962889351,49.32827214435628,14.989922625771996,14.365342516364832,2019-04-10,True,7ayz__1__1.A__1.D,6g40__3__1.C__1.K,46.0,45.0,100.0,96.0,96.0,92.0,96.0,98.0,98.0,98.0,98.0,98.0,98.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.D,15.614502735179164,53.61768711343073,32.98924082194733,48.02329761164748,0.2963229992790194,31.66967118906944,30.350101556191543,46.102365707181576,44.18143380271568,51.47297962889351,49.32827214435628,14.989922625771996,14.365342516364832,2019-04-10,True,1,1,1,2022-06-01,100.0,29.632299927901943,10.0,96.0
